"","Gender","Poverty","Community","Rural","PTR","SCR","Dropout"
"1607","Male","No","SC","Yes","High","High",TRUE
"1608","Male","Yes","OBC","No","High","High",TRUE
"1609","Male","Yes","OBC","Yes","Medium","Medium",TRUE
"1610","Male","No","SC","Yes","High","High",TRUE
"1611","Male","No","OBC","No","Low","Medium",FALSE
"1612","Male","No","ST","Yes","Medium","High",TRUE
"1613","Male","Yes","ST","Yes","High","High",TRUE
"1614","Female","No","General","No","Medium","Medium",FALSE
"1615","Male","Yes","SC","Yes","Medium","Medium",TRUE
"1616","Male","No","OBC","Yes","High","High",TRUE
"1617","Female","Yes","OBC","Yes","High","High",TRUE
"1618","Male","No","OBC","No","High","Medium",FALSE
"1619","Male","No","General","Yes","Low","Medium",FALSE
"1620","Female","Yes","OBC","No","High","Low",TRUE
"1621","Male","No","OBC","Yes","Low","High",FALSE
"1622","Male","No","OBC","No","High","Medium",FALSE
"1623","Female","No","OBC","No","Medium","High",FALSE
"1624","Female","No","ST","No","High","High",TRUE
"1625","Male","No","OBC","Yes","Low","High",FALSE
"1626","Female","No","General","Yes","Medium","Medium",FALSE
"1627","Female","No","OBC","Yes","Medium","Low",FALSE
"1628","Male","No","OBC","Yes","High","Medium",FALSE
"1629","Male","No","OBC","Yes","High","High",TRUE
"1630","Male","Yes","SC","Yes","Low","High",TRUE
"1631","Female","Yes","OBC","Yes","Low","High",TRUE
"1632","Female","No","OBC","Yes","Medium","Low",FALSE
"1633","Male","No","General","No","Medium","High",FALSE
"1634","Female","Yes","General","No","High","High",TRUE
"1635","Male","No","General","No","High","High",FALSE
"1636","Male","No","SC","No","High","Medium",FALSE
"1637","Female","No","General","No","High","High",FALSE
"1638","Male","No","OBC","Yes","Medium","Medium",FALSE
"1639","Female","No","OBC","No","Medium","High",FALSE
"1640","Female","Yes","OBC","Yes","Medium","High",TRUE
"1641","Female","No","SC","Yes","Medium","High",TRUE
"1642","Male","No","SC","Yes","Low","Medium",FALSE
"1643","Female","No","General","No","High","Medium",FALSE
"1644","Male","No","OBC","Yes","Medium","High",TRUE
"1645","Male","No","General","Yes","High","High",FALSE
"1646","Female","No","OBC","Yes","High","Low",FALSE
"1647","Male","Yes","SC","No","High","Medium",TRUE
"1648","Male","Yes","OBC","Yes","High","High",TRUE
"1649","Female","No","OBC","Yes","Low","Medium",FALSE
"1650","Male","Yes","OBC","Yes","High","Medium",TRUE
"1651","Female","Yes","General","Yes","Medium","High",TRUE
"1652","Male","Yes","General","No","High","High",TRUE
"1653","Male","No","General","Yes","High","Medium",FALSE
"1654","Male","No","General","Yes","Medium","High",FALSE
"1655","Male","No","ST","Yes","Low","High",TRUE
"1656","Female","No","OBC","Yes","High","Low",FALSE
"1657","Male","No","OBC","No","High","Low",FALSE
"1658","Female","No","General","Yes","High","Medium",FALSE
"1659","Female","Yes","General","Yes","High","Medium",TRUE
"1660","Male","No","General","Yes","High","High",FALSE
"1661","Female","No","General","Yes","Medium","High",FALSE
"1662","Female","No","ST","Yes","Medium","Medium",FALSE
"1663","Female","No","OBC","No","High","Low",FALSE
"1664","Female","No","OBC","Yes","High","Low",FALSE
"1665","Male","No","SC","No","High","High",TRUE
"1666","Female","No","General","Yes","High","High",FALSE
"1667","Female","No","ST","No","High","High",TRUE
"1668","Female","No","OBC","Yes","Medium","High",TRUE
"1669","Female","Yes","SC","Yes","Low","High",TRUE
"1670","Male","No","OBC","Yes","Medium","Low",FALSE
"1671","Male","No","OBC","Yes","High","High",TRUE
"1672","Female","No","OBC","Yes","Low","High",FALSE
"1673","Female","No","OBC","Yes","Medium","High",TRUE
"1674","Female","No","OBC","Yes","Medium","High",TRUE
"1675","Female","No","ST","Yes","High","High",TRUE
"1676","Male","No","OBC","Yes","High","High",TRUE
"1677","Female","No","General","Yes","High","Low",FALSE
"1678","Female","No","OBC","Yes","Low","Medium",FALSE
"1679","Male","No","General","Yes","Medium","Medium",FALSE
"1680","Male","No","OBC","No","High","High",FALSE
"1681","Male","No","ST","Yes","High","Medium",TRUE
"1682","Female","No","OBC","Yes","High","Low",FALSE
"1683","Male","No","General","Yes","Medium","High",FALSE
"1684","Male","Yes","OBC","No","High","High",TRUE
"1685","Male","No","OBC","Yes","High","High",TRUE
"1686","Male","Yes","OBC","Yes","Medium","Medium",TRUE
"1687","Female","No","ST","Yes","High","Medium",TRUE
"1688","Male","No","OBC","No","Medium","High",FALSE
"1689","Male","Yes","OBC","Yes","High","Low",TRUE
"1690","Female","No","OBC","Yes","Medium","High",TRUE
"1691","Female","No","General","Yes","High","High",FALSE
"1692","Female","Yes","ST","Yes","Medium","Medium",TRUE
"1693","Female","No","ST","Yes","Medium","Medium",FALSE
"1694","Female","No","OBC","Yes","High","Medium",FALSE
"1695","Female","No","SC","Yes","High","Medium",TRUE
"1696","Female","No","OBC","No","High","High",FALSE
"1697","Female","Yes","OBC","Yes","High","Medium",TRUE
"1698","Male","No","OBC","Yes","High","High",TRUE
"1699","Female","No","SC","Yes","Low","Low",FALSE
"1700","Male","No","OBC","Yes","High","Low",FALSE
"1701","Female","No","ST","Yes","Medium","Medium",FALSE
"1702","Male","No","SC","Yes","Medium","High",TRUE
"1703","Male","No","OBC","Yes","High","High",TRUE
"1704","Male","No","SC","Yes","High","High",TRUE
"1705","Male","Yes","OBC","Yes","Medium","Medium",TRUE
"1706","Female","No","General","Yes","High","Low",FALSE
"1707","Female","No","OBC","Yes","Medium","Medium",FALSE
"1708","Female","No","OBC","Yes","High","Medium",FALSE
"1709","Female","No","ST","No","Medium","High",TRUE
"1710","Female","Yes","SC","Yes","High","Low",TRUE
"1711","Male","No","OBC","Yes","High","Low",FALSE
"1712","Male","No","OBC","Yes","High","Medium",FALSE
"1713","Male","Yes","OBC","Yes","High","Medium",TRUE
"1714","Male","No","General","Yes","Low","High",FALSE
"1715","Male","No","General","Yes","High","Low",FALSE
"1716","Female","No","OBC","No","High","Medium",FALSE
"1717","Female","No","OBC","Yes","Low","Medium",FALSE
"1718","Male","No","OBC","Yes","Medium","High",TRUE
"1719","Female","No","OBC","Yes","High","Medium",FALSE
"1720","Male","No","SC","Yes","High","Medium",TRUE
"1721","Male","No","General","Yes","High","High",FALSE
"1722","Male","Yes","OBC","Yes","Medium","Medium",TRUE
"1723","Female","No","OBC","Yes","High","High",TRUE
"1724","Female","No","General","Yes","High","High",FALSE
"1725","Male","No","General","Yes","Low","Low",FALSE
"1726","Male","Yes","SC","Yes","Medium","High",TRUE
"1727","Male","No","OBC","Yes","Medium","Low",FALSE
"1728","Female","No","SC","Yes","Low","Medium",FALSE
"1729","Male","No","General","No","Medium","High",FALSE
"1730","Female","No","OBC","Yes","Medium","High",TRUE
"1731","Female","No","OBC","Yes","Medium","High",TRUE
"1732","Male","Yes","OBC","No","High","Low",TRUE
"1733","Male","No","OBC","No","Medium","Low",FALSE
"1734","Male","No","OBC","Yes","Low","Medium",FALSE
"1735","Female","No","General","Yes","High","Medium",FALSE
"1736","Female","No","OBC","Yes","Low","High",FALSE
"1737","Female","No","ST","Yes","High","High",TRUE
"1738","Male","No","General","Yes","High","High",FALSE
"1739","Male","Yes","General","Yes","High","Low",FALSE
"1740","Female","No","General","Yes","High","High",FALSE
"1741","Female","Yes","OBC","Yes","Medium","Medium",TRUE
"1742","Male","No","ST","Yes","High","Medium",TRUE
"1743","Male","No","ST","Yes","High","Medium",TRUE
"1744","Female","No","ST","Yes","High","Low",TRUE
"1745","Female","No","General","Yes","High","Medium",FALSE
"1746","Female","No","OBC","Yes","Medium","Medium",FALSE
"1747","Female","Yes","General","Yes","High","High",TRUE
"1748","Female","No","OBC","Yes","Low","Low",FALSE
"1749","Male","No","General","Yes","High","High",FALSE
"1750","Female","No","SC","Yes","High","Medium",TRUE
"1751","Male","Yes","OBC","Yes","High","Medium",TRUE
"1752","Male","Yes","ST","Yes","High","Low",TRUE
"1753","Female","No","General","Yes","High","High",FALSE
"1754","Male","No","OBC","Yes","Medium","Low",FALSE
"1755","Male","No","OBC","No","High","High",FALSE
"1756","Male","No","General","No","High","High",FALSE
"1757","Female","No","General","No","High","Medium",FALSE
"1758","Male","No","OBC","Yes","Low","High",FALSE
"1759","Male","No","ST","No","Medium","Medium",FALSE
"1760","Male","Yes","OBC","Yes","High","Low",TRUE
"1761","Male","Yes","SC","Yes","High","High",TRUE
"1762","Male","No","SC","Yes","High","Medium",TRUE
"1763","Female","No","General","Yes","Low","High",FALSE
"1764","Female","Yes","General","Yes","Low","High",FALSE
"1765","Male","Yes","General","Yes","Medium","Medium",FALSE
"1766","Male","No","OBC","Yes","High","High",TRUE
"1767","Male","No","OBC","Yes","High","Medium",FALSE
"1768","Male","No","OBC","Yes","High","Low",FALSE
"1769","Male","No","OBC","No","Medium","Low",FALSE
"1770","Male","No","General","No","Medium","High",FALSE
"1771","Male","Yes","General","Yes","Low","High",FALSE
"1772","Male","No","SC","No","Medium","High",FALSE
"1773","Female","No","OBC","Yes","High","High",TRUE
"1774","Female","No","OBC","Yes","High","High",TRUE
"1775","Male","No","General","Yes","High","High",FALSE
"1776","Female","Yes","OBC","Yes","High","High",TRUE
"1777","Female","Yes","General","Yes","High","Low",TRUE
"1778","Male","No","OBC","No","High","Medium",FALSE
"1779","Female","No","General","Yes","Medium","High",FALSE
"1780","Male","No","ST","No","Medium","High",FALSE
"1781","Female","Yes","OBC","Yes","Low","High",TRUE
"1782","Female","Yes","General","No","Medium","Medium",FALSE
"1783","Male","Yes","OBC","Yes","Low","Low",FALSE
"1784","Male","No","OBC","No","Medium","High",FALSE
"1785","Male","No","General","Yes","Medium","High",FALSE
"1786","Male","Yes","SC","No","High","Medium",TRUE
"1787","Female","No","SC","Yes","High","Low",TRUE
"1788","Male","No","ST","Yes","Low","High",TRUE
"1789","Female","No","General","No","Medium","Medium",FALSE
"1790","Female","No","General","Yes","Low","High",FALSE
"1791","Male","Yes","ST","No","High","High",TRUE
"1792","Male","No","OBC","No","High","High",FALSE
"1793","Female","No","SC","Yes","Medium","High",TRUE
"1794","Female","No","OBC","Yes","High","High",TRUE
"1795","Female","No","OBC","No","High","Medium",FALSE
"1796","Male","Yes","SC","No","High","Low",TRUE
"1797","Male","No","General","Yes","High","Low",FALSE
"1798","Female","Yes","ST","No","Low","Medium",FALSE
"1799","Male","Yes","General","Yes","High","Medium",TRUE
"1800","Female","No","SC","Yes","Medium","High",TRUE
"1801","Male","Yes","General","Yes","Medium","Low",FALSE
"1802","Female","No","General","Yes","Medium","Low",FALSE
"1803","Male","No","General","No","High","High",FALSE
"1804","Male","No","General","Yes","Medium","Medium",FALSE
"1805","Female","No","OBC","Yes","High","Medium",FALSE
"1806","Female","No","OBC","No","High","High",FALSE
"1807","Female","No","General","Yes","Low","Low",FALSE
"1808","Female","No","OBC","Yes","High","Low",FALSE
"1809","Female","No","SC","Yes","High","Low",TRUE
"1810","Male","Yes","OBC","Yes","High","High",TRUE
"1811","Male","Yes","SC","No","Medium","High",TRUE
"1812","Male","No","SC","Yes","Medium","Medium",FALSE
"1813","Female","No","General","Yes","High","Medium",FALSE
"1814","Male","No","SC","Yes","Medium","High",TRUE
"1815","Female","No","General","No","High","High",FALSE
"1816","Male","No","General","Yes","High","Low",FALSE
"1817","Female","No","ST","No","Low","High",FALSE
"1818","Female","No","OBC","No","High","Medium",FALSE
"1819","Female","No","OBC","Yes","High","High",TRUE
"1820","Female","No","SC","No","Medium","Medium",FALSE
"1821","Male","No","General","Yes","Low","High",FALSE
"1822","Male","No","OBC","Yes","Low","High",FALSE
"1823","Female","Yes","OBC","No","High","Medium",TRUE
"1824","Male","Yes","General","No","High","High",TRUE
"1825","Female","No","General","Yes","High","High",FALSE
"1826","Female","No","OBC","Yes","Medium","High",TRUE
"1827","Female","No","OBC","No","High","Low",FALSE
"1828","Female","No","OBC","No","High","High",FALSE
"1829","Male","No","General","Yes","Medium","Low",FALSE
"1830","Female","Yes","OBC","Yes","High","Medium",TRUE
"1831","Female","No","OBC","Yes","High","High",TRUE
"1832","Female","No","ST","No","Low","Medium",FALSE
"1833","Female","Yes","OBC","Yes","High","High",TRUE
"1834","Male","No","General","No","Medium","Medium",FALSE
"1835","Female","Yes","OBC","Yes","High","Medium",TRUE
"1836","Female","No","General","No","Medium","Low",FALSE
"1837","Male","No","OBC","Yes","Low","High",FALSE
"1838","Female","Yes","SC","No","Low","High",TRUE
"1839","Female","No","General","Yes","Low","Medium",FALSE
"1840","Male","Yes","General","Yes","High","High",TRUE
"1841","Male","No","General","Yes","High","Low",FALSE
"1842","Male","No","ST","No","Medium","Low",FALSE
"1843","Female","No","General","Yes","High","Low",FALSE
"1844","Male","Yes","SC","No","High","Medium",TRUE
"1845","Female","Yes","OBC","Yes","Low","Medium",TRUE
"1846","Male","No","SC","Yes","High","Low",TRUE
"1847","Female","No","SC","Yes","Low","High",FALSE
"1848","Female","Yes","ST","No","Medium","Medium",TRUE
"1849","Male","Yes","OBC","No","Low","High",TRUE
"1850","Female","No","OBC","Yes","High","High",TRUE
"1851","Male","No","General","No","Low","Medium",FALSE
"1852","Female","No","SC","Yes","Medium","Medium",FALSE
"1853","Female","No","ST","Yes","Medium","Medium",FALSE
"1854","Female","No","OBC","Yes","Low","High",FALSE
"1855","Female","Yes","General","No","Medium","Medium",FALSE
"1856","Male","Yes","ST","No","Medium","Low",TRUE
"1857","Male","No","General","Yes","Medium","Medium",FALSE
"1858","Male","No","SC","Yes","High","High",TRUE
"1859","Female","No","SC","No","High","Medium",FALSE
"1860","Female","No","General","No","Medium","High",FALSE
"1861","Female","Yes","General","Yes","Medium","High",TRUE
"1862","Female","No","SC","Yes","High","Medium",TRUE
"1863","Male","No","OBC","Yes","Low","High",FALSE
"1864","Male","Yes","General","No","Medium","High",FALSE
"1865","Female","No","General","Yes","Low","Medium",FALSE
"1866","Male","No","SC","Yes","High","High",TRUE
"1867","Male","Yes","ST","Yes","Low","Low",TRUE
"1868","Male","Yes","SC","No","Low","Medium",FALSE
"1869","Male","No","General","No","High","High",FALSE
"1870","Male","Yes","OBC","Yes","Low","Medium",TRUE
"1871","Female","No","SC","Yes","High","High",TRUE
"1872","Male","No","OBC","No","High","High",FALSE
"1873","Male","No","OBC","No","High","High",FALSE
"1874","Female","No","General","Yes","Low","High",FALSE
"1875","Male","Yes","ST","Yes","Low","High",TRUE
"1876","Female","No","OBC","Yes","High","High",TRUE
"1877","Female","No","ST","No","Medium","High",TRUE
"1878","Male","No","OBC","Yes","Low","Medium",FALSE
"1879","Male","Yes","SC","No","Low","Low",FALSE
"1880","Male","No","OBC","No","Medium","Medium",FALSE
"1881","Male","No","General","Yes","High","Medium",FALSE
"1882","Female","No","SC","Yes","Medium","High",TRUE
"1883","Male","No","OBC","Yes","High","Medium",FALSE
"1884","Female","No","General","No","High","High",FALSE
"1885","Female","No","OBC","Yes","High","Low",FALSE
"1886","Female","No","OBC","Yes","Low","Low",FALSE
"1887","Female","No","OBC","No","Medium","High",FALSE
"1888","Male","Yes","OBC","Yes","Low","High",TRUE
"1889","Female","No","OBC","Yes","Medium","High",TRUE
"1890","Female","No","OBC","No","High","Medium",FALSE
"1891","Female","No","General","Yes","Low","Medium",FALSE
"1892","Female","Yes","OBC","Yes","Medium","High",TRUE
"1893","Female","No","OBC","Yes","Medium","Medium",FALSE
"1894","Male","No","OBC","Yes","Low","High",FALSE
"1895","Female","No","OBC","Yes","High","High",TRUE
"1896","Female","Yes","General","Yes","Low","Medium",FALSE
"1897","Female","No","General","Yes","High","Low",FALSE
"1898","Female","No","SC","Yes","High","Medium",TRUE
"1899","Female","No","SC","Yes","Medium","Low",FALSE
"1900","Male","Yes","OBC","Yes","Medium","High",TRUE
"1901","Male","No","OBC","Yes","High","High",TRUE
"1902","Male","No","SC","Yes","High","High",TRUE
"1903","Female","Yes","OBC","Yes","Low","High",TRUE
"1904","Male","No","OBC","Yes","High","High",TRUE
"1905","Female","No","SC","Yes","Medium","Medium",FALSE
"1906","Female","No","OBC","Yes","High","High",TRUE
"1907","Male","No","SC","No","High","High",TRUE
"1908","Female","Yes","OBC","Yes","Medium","Low",TRUE
"1909","Female","Yes","OBC","Yes","Medium","Medium",TRUE
"1910","Male","Yes","General","Yes","Medium","High",TRUE
"1911","Male","No","SC","Yes","High","High",TRUE
"1912","Male","No","General","Yes","Low","High",FALSE
"1913","Female","No","OBC","Yes","High","High",TRUE
"1914","Female","Yes","General","Yes","Medium","High",TRUE
"1915","Female","Yes","SC","Yes","High","High",TRUE
"1916","Male","No","OBC","Yes","High","High",TRUE
"1917","Male","No","OBC","Yes","High","High",TRUE
"1918","Male","No","General","Yes","Low","Medium",FALSE
"1919","Female","No","OBC","Yes","High","Medium",FALSE
"1920","Male","No","OBC","Yes","High","High",TRUE
"1921","Female","No","OBC","Yes","Low","Medium",FALSE
"1922","Female","No","General","Yes","High","High",FALSE
"1923","Male","Yes","ST","Yes","Low","High",TRUE
"1924","Female","No","General","Yes","High","High",FALSE
"1925","Male","No","OBC","No","High","High",FALSE
"1926","Female","Yes","OBC","Yes","High","High",TRUE
"1927","Female","Yes","ST","Yes","Low","High",TRUE
"1928","Female","No","OBC","Yes","Medium","Medium",FALSE
"1929","Male","No","General","Yes","High","High",FALSE
"1930","Male","No","ST","Yes","High","High",TRUE
"1931","Female","No","OBC","Yes","High","High",TRUE
"1932","Male","No","OBC","Yes","High","Medium",FALSE
"1933","Male","No","SC","No","Low","High",FALSE
"1934","Female","No","SC","Yes","Medium","High",TRUE
"1935","Male","No","OBC","No","High","Medium",FALSE
"1936","Female","No","General","Yes","High","Low",FALSE
"1937","Female","No","SC","No","High","High",TRUE
"1938","Female","No","SC","Yes","High","High",TRUE
"1939","Female","No","SC","Yes","High","Medium",TRUE
"1940","Male","No","OBC","Yes","High","High",TRUE
"1941","Female","No","OBC","Yes","High","Low",FALSE
"1942","Male","No","SC","Yes","Low","Medium",FALSE
"1943","Male","No","General","Yes","High","Low",FALSE
"1944","Male","Yes","General","Yes","Medium","Low",FALSE
"1945","Male","No","General","Yes","Medium","High",FALSE
"1946","Male","No","General","No","Medium","Medium",FALSE
"1947","Female","No","OBC","No","Medium","Medium",FALSE
"1948","Female","Yes","General","Yes","High","Low",TRUE
"1949","Male","No","SC","Yes","Low","High",FALSE
"1950","Female","No","SC","Yes","High","High",TRUE
"1951","Male","No","OBC","Yes","Low","Medium",FALSE
"1952","Male","Yes","General","Yes","Low","High",FALSE
"1953","Male","No","General","Yes","Medium","High",FALSE
"1954","Female","No","General","Yes","Low","Low",FALSE
"1955","Male","Yes","OBC","Yes","High","Medium",TRUE
"1956","Female","No","SC","Yes","Low","High",FALSE
"1957","Female","No","OBC","Yes","Medium","High",TRUE
"1958","Female","No","General","No","Medium","Low",FALSE
"1959","Male","No","General","Yes","High","Low",FALSE
"1960","Male","No","ST","No","Medium","High",FALSE
"1961","Male","No","OBC","Yes","Low","High",FALSE
"1962","Male","No","SC","Yes","Medium","High",TRUE
"1963","Male","No","General","No","High","High",FALSE
"1964","Male","No","ST","No","High","Medium",FALSE
"1965","Female","No","OBC","Yes","High","Medium",FALSE
"1966","Female","No","OBC","Yes","High","Low",FALSE
"1967","Female","No","SC","No","High","High",TRUE
"1968","Female","No","OBC","No","High","High",FALSE
"1969","Female","No","General","Yes","High","High",FALSE
"1970","Male","No","ST","Yes","High","High",TRUE
"1971","Female","No","General","Yes","High","Medium",FALSE
"1972","Female","Yes","OBC","Yes","High","High",TRUE
"1973","Male","Yes","General","No","High","Medium",FALSE
"1974","Female","No","OBC","No","Low","High",FALSE
"1975","Female","No","OBC","Yes","High","Medium",FALSE
"1976","Male","No","OBC","No","Low","High",FALSE
"1977","Female","No","OBC","Yes","Low","Medium",FALSE
"1978","Male","No","ST","Yes","High","High",TRUE
"1979","Female","No","OBC","No","High","Low",FALSE
"1980","Male","No","ST","Yes","High","Medium",TRUE
"1981","Female","No","OBC","Yes","Medium","High",TRUE
"1982","Male","No","General","Yes","Low","Medium",FALSE
"1983","Male","No","General","Yes","High","Low",FALSE
"1984","Male","No","General","Yes","High","Medium",FALSE
"1985","Female","No","SC","Yes","High","Low",TRUE
"1986","Male","Yes","General","Yes","Low","High",FALSE
"1987","Female","No","SC","Yes","Medium","Low",FALSE
"1988","Female","No","General","Yes","High","Medium",FALSE
"1989","Female","No","General","Yes","High","Low",FALSE
"1990","Female","No","OBC","Yes","Medium","High",TRUE
"1991","Female","No","OBC","Yes","Medium","Medium",FALSE
"1992","Male","No","ST","No","Low","Medium",FALSE
"1993","Male","No","OBC","No","High","High",FALSE
"1994","Male","Yes","General","Yes","Low","Medium",FALSE
"1995","Female","No","OBC","Yes","High","Low",FALSE
"1996","Female","No","General","No","Medium","Medium",FALSE
"1997","Male","No","General","Yes","Low","High",FALSE
"1998","Female","No","SC","Yes","Medium","Low",FALSE
"1999","Male","No","General","Yes","High","High",FALSE
"2000","Male","No","General","Yes","High","Low",FALSE
"2001","Male","No","OBC","Yes","High","Low",FALSE
"2002","Female","No","SC","No","Medium","Medium",FALSE
"2003","Male","No","ST","Yes","Low","Medium",FALSE
"2004","Female","No","OBC","Yes","Medium","Low",FALSE
"2005","Male","No","ST","Yes","High","Low",TRUE
"2006","Female","No","General","No","Low","High",FALSE
"2007","Male","No","SC","Yes","High","Medium",TRUE
"2008","Female","No","OBC","No","Medium","High",FALSE
"2009","Male","No","SC","No","High","Medium",FALSE
"2010","Male","No","General","Yes","High","High",FALSE
"2011","Female","No","SC","Yes","Low","High",FALSE
"2012","Male","No","ST","Yes","Low","Low",FALSE
"2013","Male","No","OBC","Yes","Medium","High",TRUE
"2014","Male","No","ST","Yes","Low","High",TRUE
"2015","Female","No","SC","Yes","Low","Medium",FALSE
"2016","Male","No","OBC","Yes","Low","Medium",FALSE
"2017","Female","Yes","OBC","No","High","Low",TRUE
"2018","Female","No","ST","Yes","High","Low",TRUE
"2019","Male","No","OBC","Yes","Low","Medium",FALSE
"2020","Male","No","SC","Yes","Low","Low",FALSE
"2021","Female","No","ST","Yes","High","High",TRUE
"2022","Male","No","General","Yes","High","High",FALSE
"2023","Male","No","General","Yes","High","Low",FALSE
"2024","Male","No","ST","Yes","Low","High",TRUE
"2025","Female","No","ST","Yes","Medium","Low",FALSE
"2026","Female","No","OBC","Yes","Low","High",FALSE
"2027","Male","Yes","General","Yes","Low","Low",FALSE
"2028","Female","No","ST","Yes","High","High",TRUE
"2029","Female","Yes","SC","Yes","High","High",TRUE
"2030","Male","No","General","Yes","High","Medium",FALSE
"2031","Female","No","OBC","Yes","High","High",TRUE
"2032","Male","Yes","OBC","Yes","High","Medium",TRUE
"2033","Female","No","General","Yes","High","Low",FALSE
"2034","Male","No","General","Yes","High","High",FALSE
"2035","Male","No","General","Yes","Medium","Medium",FALSE
"2036","Male","Yes","General","Yes","Medium","Medium",FALSE
"2037","Female","No","General","No","Medium","High",FALSE
"2038","Male","Yes","OBC","No","High","Medium",TRUE
"2039","Female","Yes","SC","Yes","Medium","High",TRUE
"2040","Male","No","OBC","No","Low","High",FALSE
"2041","Female","No","General","No","Low","Medium",FALSE
"2042","Male","No","General","Yes","High","High",FALSE
"2043","Male","No","ST","Yes","Low","Medium",FALSE
"2044","Female","No","SC","No","Medium","High",FALSE
"2045","Female","Yes","General","Yes","High","Medium",TRUE
"2046","Male","No","ST","Yes","Medium","Medium",FALSE
"2047","Female","No","General","Yes","High","High",FALSE
"2048","Male","No","General","Yes","Low","Medium",FALSE
"2049","Male","No","General","Yes","High","Low",FALSE
"2050","Female","No","OBC","Yes","Medium","High",TRUE
"2051","Female","No","General","Yes","High","High",FALSE
"2052","Male","Yes","General","Yes","High","High",TRUE
"2053","Female","No","ST","Yes","High","Low",TRUE
"2054","Female","No","OBC","No","High","Medium",FALSE
"2055","Male","No","General","Yes","High","High",FALSE
"2056","Male","Yes","OBC","Yes","High","Medium",TRUE
"2057","Male","Yes","OBC","Yes","High","High",TRUE
"2058","Female","Yes","SC","Yes","High","Low",TRUE
"2059","Female","No","General","No","High","High",FALSE
"2060","Female","Yes","SC","No","High","Medium",TRUE
"2061","Female","No","OBC","Yes","High","Medium",FALSE
"2062","Male","Yes","OBC","Yes","High","High",TRUE
"2063","Male","No","OBC","Yes","Low","Medium",FALSE
"2064","Female","No","SC","Yes","Low","Low",FALSE
"2065","Male","No","General","Yes","High","High",FALSE
"2066","Male","No","OBC","Yes","High","High",TRUE
"2067","Male","No","OBC","Yes","Low","High",FALSE
"2068","Female","No","SC","Yes","Low","Medium",FALSE
"2069","Male","Yes","OBC","Yes","High","High",TRUE
"2070","Female","No","OBC","No","High","High",FALSE
"2071","Female","No","OBC","Yes","Low","Medium",FALSE
"2072","Male","No","General","No","High","High",FALSE
"2073","Male","No","OBC","Yes","High","High",TRUE
"2074","Male","No","General","Yes","Low","High",FALSE
"2075","Female","Yes","General","No","High","Medium",FALSE
"2076","Male","No","OBC","Yes","Medium","Medium",FALSE
"2077","Male","No","General","No","Low","High",FALSE
"2078","Male","Yes","OBC","Yes","High","High",TRUE
"2079","Male","No","General","Yes","High","Medium",FALSE
"2080","Female","No","General","Yes","High","High",FALSE
"2081","Female","No","General","Yes","High","High",FALSE
"2082","Male","No","SC","No","Medium","Low",FALSE
"2083","Female","No","General","Yes","Medium","High",FALSE
"2084","Female","Yes","OBC","Yes","High","High",TRUE
"2085","Male","No","ST","Yes","High","Low",TRUE
"2086","Female","No","General","Yes","High","Medium",FALSE
"2087","Female","No","OBC","No","Medium","High",FALSE
"2088","Male","No","OBC","Yes","Low","High",FALSE
"2089","Male","No","General","Yes","Medium","Medium",FALSE
"2090","Female","Yes","General","Yes","High","Medium",TRUE
"2091","Female","Yes","OBC","Yes","High","Medium",TRUE
"2092","Male","No","OBC","Yes","High","High",TRUE
"2093","Male","No","SC","Yes","Medium","Medium",FALSE
"2094","Female","Yes","SC","Yes","Medium","Medium",TRUE
"2095","Male","No","SC","No","High","High",TRUE
"2096","Male","No","General","Yes","High","Medium",FALSE
"2097","Male","No","ST","Yes","Medium","High",TRUE
"2098","Male","No","ST","Yes","Medium","High",TRUE
"2099","Male","No","OBC","Yes","High","High",TRUE
"2100","Male","No","General","Yes","Medium","Medium",FALSE
